0.000000, 0.000000
0.000023, 0.031340
0.000045, 0.062648
0.000068, 0.093896
0.000091, 0.125051
0.000113, 0.156083
0.000136, 0.186961
0.000159, 0.217657
0.000181, 0.248138
0.000204, 0.278375
0.000227, 0.308339
0.000249, 0.338001
0.000272, 0.367330
0.000295, 0.396298
0.000317, 0.424877
0.000340, 0.453038
0.000363, 0.480755
0.000385, 0.507999
0.000408, 0.534744
0.000431, 0.560963
0.000454, 0.586632
0.000476, 0.611724
0.000499, 0.636216
0.000522, 0.660082
0.000544, 0.683300
0.000567, 0.705846
0.000590, 0.727699
0.000612, 0.748838
0.000635, 0.769240
0.000658, 0.788887
0.000680, 0.807759
0.000703, 0.825837
0.000726, 0.843104
0.000748, 0.859543
0.000771, 0.875137
0.000794, 0.889872
0.000816, 0.903732
0.000839, 0.916705
0.000862, 0.928777
0.000884, 0.939936
0.000907, 0.950172
0.000930, 0.959475
0.000952, 0.967835
0.000975, 0.975244
0.000998, 0.981695
0.001020, 0.987182
0.001043, 0.991699
0.001066, 0.995241
0.001088, 0.997806
0.001111, 0.999391
0.001134, 0.999994
0.001156, 0.999614
0.001179, 0.998252
0.001202, 0.995910
0.001224, 0.992589
0.001247, 0.988294
0.001270, 0.983027
0.001293, 0.976794
0.001315, 0.969602
0.001338, 0.961458
0.001361, 0.952369
0.001383, 0.942344
0.001406, 0.931393
0.001429, 0.919528
0.001451, 0.906759
0.001474, 0.893099
0.001497, 0.878562
0.001519, 0.863162
0.001542, 0.846914
0.001565, 0.829833
0.001587, 0.811938
0.001610, 0.793245
0.001633, 0.773773
0.001655, 0.753540
0.001678, 0.732567
0.001701, 0.710875
0.001723, 0.688484
0.001746, 0.665416
0.001769, 0.641696
0.001791, 0.617344
0.001814, 0.592386
0.001837, 0.566846
0.001859, 0.540750
0.001882, 0.514122
0.001905, 0.486989
0.001927, 0.459377
0.001950, 0.431315
0.001973, 0.402828
0.001995, 0.373946
0.002018, 0.344696
0.002041, 0.315108
0.002063, 0.285210
0.002086, 0.255032
0.002109, 0.224604
0.002132, 0.193955
0.002154, 0.163115
0.002177, 0.132115
0.002200, 0.100985
0.002222, 0.069756
0.002245, 0.038459
0.002268, 0.007124
0.002290, -0.024219
0.002313, -0.055537
0.002336, -0.086801
0.002358, -0.117980
0.002381, -0.149042
0.002404, -0.179959
0.002426, -0.210698
0.002449, -0.241231
0.002472, -0.271526
0.002494, -0.301555
0.002517, -0.331287
0.002540, -0.360695
0.002562, -0.389747
0.002585, -0.418417
0.002608, -0.446676
0.002630, -0.474496
0.002653, -0.501850
0.002676, -0.528710
0.002698, -0.555052
0.002721, -0.580848
0.002744, -0.606073
0.002766, -0.630703
0.002789, -0.654714
0.002812, -0.678081
0.002834, -0.700782
0.002857, -0.722795
0.002880, -0.744097
0.002902, -0.764669
0.002925, -0.784489
0.002948, -0.803539
0.002971, -0.821799
0.002993, -0.839252
0.003016, -0.855880
0.003039, -0.871668
0.003061, -0.886599
0.003084, -0.900660
0.003107, -0.913835
0.003129, -0.926113
0.003152, -0.937480
0.003175, -0.947927
0.003197, -0.957443
0.003220, -0.966018
0.003243, -0.973644
0.003265, -0.980313
0.003288, -0.986020
0.003311, -0.990758
0.003333, -0.994522
0.003356, -0.997309
0.003379, -0.999117
0.003401, -0.999943
0.003424, -0.999787
0.003447, -0.998648
0.003469, -0.996529
0.003492, -0.993430
0.003515, -0.989355
0.003537, -0.984309
0.003560, -0.978295
0.003583, -0.971321
0.003605, -0.963392
0.003628, -0.954517
0.003651, -0.944704
0.003673, -0.933963
0.003696, -0.922304
0.003719, -0.909740
0.003741, -0.896281
0.003764, -0.881942
0.003787, -0.866737
0.003810, -0.850680
0.003832, -0.833788
0.003855, -0.816076
0.003878, -0.797562
0.003900, -0.778266
0.003923, -0.758204
0.003946, -0.737398
0.003968, -0.715867
0.003991, -0.693633
0.004014, -0.670717
0.004036, -0.647143
0.004059, -0.622933
0.004082, -0.598111
0.004104, -0.572701
0.004127, -0.546728
0.004150, -0.520219
0.004172, -0.493198
0.004195, -0.465693
0.004218, -0.437731
0.004240, -0.409338
0.004263, -0.380543
0.004286, -0.351375
0.004308, -0.321861
0.004331, -0.292031
0.004354, -0.261914
0.004376, -0.231540
0.004399, -0.200938
0.004422, -0.170139
0.004444, -0.139173
0.004467, -0.108070
0.004490, -0.076861
0.004512, -0.045576
0.004535, -0.014247
0.004558, 0.017096
0.004580, 0.048423
0.004603, 0.079702
0.004626, 0.110903
0.004649, 0.141994
0.004671, 0.172947
0.004694, 0.203729
0.004717, 0.234311
0.004739, 0.264663
0.004762, 0.294755
0.004785, 0.324558
0.004807, 0.354041
0.004830, 0.383177
0.004853, 0.411936
0.004875, 0.440291
0.004898, 0.468213
